"MATERIAL","INSTALLED","NOM_DIA_MM","LENGTH","condition_overall_score","condition_overall_score_label","condition_CCTV_score","condition_CCTV_date","condition_CCTV_source","condition_CCTV_app_availability","condition_instability_score","condition_corrosivity_score","condition_age_score","condition_confidence_scenario","criticality_overall_score","criticality_overall_score_label","criticality_operational_score","criticality_pipe_type_score","criticality_people_impacts_score","criticality_people_impacts_dataset_s_","criticality_environmental_impacts_score","criticality_environmental_impacts_dataset_s_","criticality_infiltration_score","criticality_impact_of_failure_score","criticality_flow_ratio","criticality_confidence_scenario","Risk-score"
"CONC",1964,1200,33.69,3,"3","3","2019","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",5,5,5,5,5,"KiwiRail, Schools & Hospitals",1,NA,5,2.125,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",1964,1200,30.3,3,"3","3","2016","te puna wai","no",1,1,2,"CCTV Available (0-10 Years Old) & Soil Type Not Available",5,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",1964,1350,30,2,"2","2","2016","te puna wai","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",5,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,1,"Diameter Used For Flow Approximation & Depth Available",16
"CONC",1964,1200,29.99,3,"3","3","2016","te puna wai","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",5,5,5,5,2.5,"Property Parcels",1,NA,1,1.215,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",2012,1200,29.08,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",5,5,5,5,1,NA,1,NA,5,0.895,1,"Diameter Used For Flow Approximation & Depth Available",11
"CONC",1964,1350,28.94,2,"2","2","2016","te puna wai","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",5,5,5,5,2.5,"Property Parcels, Building Outlines",1,NA,5,1.355,1,"Diameter Used For Flow Approximation & Depth Available",16
"CONC",2010,2100,25.82,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",5,5,5,5,2.5,"Building Outlines",1,NA,1.5,1.235,1,"Diameter Used For Flow Approximation & Depth Available",11
"CONC",2012,1200,24.37,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Not Available",5,5,5,5,1,NA,4,"Significant Ecological Area - SEA-M2-55a, NZ River Lines",1.5,1.05,1,"Diameter Used For Flow Approximation & Depth Available",11
"CONC",2012,1200,24.12,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",5,5,5,5,1,NA,1,NA,5,0.895,1,"Diameter Used For Flow Approximation & Depth Available",11
"BRICK",1911,1370,20.9,3.12,"3","None","None","None","no",1,1,4,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",5,5,5,5,2.5,"Property Parcels",1,NA,1.5,1.235,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",2012,1200,19.62,1.21,"1","None","None","None","no",1,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",5,5,5,5,1,NA,1,NA,5,0.895,1,"Diameter Used For Flow Approximation & Depth Available",11
"CONC",1998,1600,16.67,2,"2","2","2016","te puna wai","no",1,3,1,"CCTV Available (0-10 Years Old) & Soil Type Available",5,5,5,5,2.5,"Property Parcels",1,NA,1.5,1.235,1,"Diameter Used For Flow Approximation & Depth Available",16
"CONC",2016,2100,15.9,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",5,5,5,5,1,NA,1,"Place Of Historic Heritage - Auckland Domain/Pukekaroa/Pukekawa Hill Pa site R11_105,  including pits,  terraces,  midden,  house sites,  structures,  memorials,  water supply site,  ponds,  roads,  g",5,0.895,1,"Diameter Used For Flow Approximation & Depth Available",11
"CONC",1964,1350,14.99,1.92,"2","None","None","None","no",1,3,2,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",5,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,1,"Diameter Used For Flow Approximation & Depth Available",16
"CONC",1961,1350,14.04,3,"3","3","2016","te puna wai","yes",1,1,3,"CCTV Available (0-10 Years Old) & Soil Type Available",5,5,5,5,1,NA,1,"Significant Ecological Area - SEA_T_8091A",1.5,0.77,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",1964,1600,13.28,1.92,"2","None","None","None","no",1,3,2,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",5,5,5,5,2.5,"Property Parcels",1,NA,1.5,1.235,1,"Diameter Used For Flow Approximation & Depth Available",16
"CONC",1964,1350,12.54,3,"3","3","2016","te puna wai","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",5,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",1960,1220,9.32,2.41,"2","None","None","None","no",1,1,3,"CCTV NOT Available or Over 30 Years Old & Soil Type Not Available",5,5,5,5,2.5,"Property Parcels",1,NA,1.5,1.235,1,"Diameter Used For Flow Approximation & Depth Available",16
"BRICK",1911,2550,6.46,3.12,"3","None","None","None","no",1,1,4,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",5,5,5,5,3.5,"Building Outlines",1,NA,1.5,1.54,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",1964,1540,6.37,3,"3","3","2009","te puna wai","no",1,1,1,"CCTV Available (10-20 Years Old) & Soil Type Not Available",5,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",1964,1600,6.35,2,"2","2","2010","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",5,5,5,5,1,NA,1,NA,1.5,0.77,1,"Diameter Used For Flow Approximation & Depth Available",16
"CONC",1964,2100,5,3,"3","3","2009","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",5,5,5,5,1,NA,1,NA,5,0.895,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",2010,1200,4.39,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",5,5,5,5,5,"Schools & Hospitals",1,NA,1.5,2.005,1,"Diameter Used For Flow Approximation & Depth Available",11
"CONC",1964,1200,4.02,3,"3","3","2016","te puna wai","no",1,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",5,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",1914,1800,3.69,3.05,"3","2","2017","CCTV Footage Review Log South_Latest.xls","no",1,1,5,"CCTV Available (0-10 Years Old) & Soil Type Available",5,5,5,5,1,NA,1,"Aquifer - Western Springs Volcanic Aquifer",1.5,0.77,1,"Diameter Used For Flow Approximation & Depth Available",20
"CONC",1964,2550,227.75,3,"3","3","2009","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.99997237120235,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,0.999983913363812,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2550,122.74,4,"4","4","2009","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.99995579392376,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,0.999974261382099,"Modelled Flow Data Used & Depth Available",23
"CONC",1964,2100,75.88,3,"3","3","2009","te puna wai","no",5,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.9999450560941,5,5,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.999971044054862,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2550,115.25,3,"3","3","2010","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.99944230849664,5,5,5,1,NA,1,NA,5,0.895,0.999768352438895,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2550,298.84,3,"3","3","2010","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.99536987198255,5,5,5,3.5,"Property Parcels, Building Outlines",1,NA,5,1.665,0.996303291004031,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2550,254,2.33,"2","2","2010","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.99185252093676,5,5,5,5,"NZTA, Building Outlines, Schools & Hospitals",1,NA,5,2.125,0.985515592776457,"Modelled Flow Data Used & Depth Available",16
"CONC",1964,2550,8.9,2.33,"2","2","2010","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.99177289208763,5,5,5,5,"NZTA",1,NA,5,2.125,0.985374030378004,"Modelled Flow Data Used & Depth Available",16
"CONC",1964,2550,336.4,3,"3","3","2010","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.99167878526593,5,5,5,5,"Property Parcels, Schools & Hospitals",1,NA,5,2.125,0.98520672936165,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2550,304.14,3,"3","3","2010","CCTV Footage Review Log South_Latest.xls","no",5,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.99160458565651,5,5,5,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,5,2.125,0.98507481894491,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2550,365.68,2,"2","2","2009","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.98455562276195,5,5,5,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,5,2.125,0.972543329354572,"Modelled Flow Data Used & Depth Available",16
"CONC",1964,2550,252.07,3,"3","3","2009","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.96507053989968,5,5,5,3.5,"Property Parcels, Building Outlines",1,NA,5,1.665,0.972112207504737,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2550,330.32,3,"3","3","2009","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.95499628398704,5,5,5,3.5,"Property Parcels, Building Outlines",1,NA,5,1.665,0.964068889410811,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2550,148.63,3,"3","3","2009","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.94210123641886,5,5,5,3.5,"Property Parcels, Building Outlines",1,NA,5,1.665,0.953773442250585,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2550,444.54,3,"3","3","2009","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.94098117220101,5,5,5,2.5,"Property Parcels",4,"NZ River Lines",5,1.635,0.954513427515226,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2550,262.28,3,"3","3","2009","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.92084902048472,5,5,5,2.5,"Property Parcels, Public Park & Sports Area",1,NA,5,1.355,0.953915004649038,"Modelled Flow Data Used & Depth Available",20
"CONC",1946,750,28.98,3,"3","3","2012","te puna wai","no",1,1,3,"CCTV Available (10-20 Years Old) & Soil Type Not Available",4.83929684508891,5,1,5,5,"NZTA",4,"Significant Ecological Area - SEA_T_6008, Aquifer - Auckland Isthmus Volcanic Aquifer, NZ River Lines",5,2.405,0.00637030793038991,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2100,870.35,3,"3","3","2009","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.79042953731617,5,5,5,5,"Property Parcels, NZTA",1,"Mana Whenua - Mutukaroa, Place Of Historic Heritage - Hamlins Hill/Mutukaroa Pa site R11_142, Significant Ecological Area - SEA_T_6074",5,2.125,0.62743028856208,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2100,208.86,3,"3","3","2010","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.77925254249285,5,5,5,5,"Property Parcels, NZTA",1,NA,5,2.125,0.607560075542844,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2100,200.86,3,"3","3","2010","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.77909509454116,5,5,5,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,5,2.125,0.607280168073175,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2100,254.76,3,"3","3","2013","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.7747227468253,5,5,5,5,"Property Parcels, KiwiRail, Building Outlines",1,NA,5,2.125,0.599507105467204,"Modelled Flow Data Used & Depth Available",20
"CONC",2012,1050,160.06,1.97,"2","None","None","None","no",5,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.742907281455,5,1,4,5,"Property Parcels, Building Outlines, Schools & Hospitals",4,"NZ River Lines",5,2.345,0.00888625783017017,"Modelled Flow Data Used & Depth Available",16
"CONC",1964,2300,233.51,3,"3","3","2010","CCTV Footage Review Log South_Latest.xls","no",5,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.73279975033541,5,5,5,2.5,"Property Parcels",4,"NZ River Lines",5,1.635,0.794065318177577,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2100,235.91,4,"4","4","2010","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.69700667917134,5,5,5,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,1,1.985,0.607775636467761,"Modelled Flow Data Used & Depth Available",23
"CONC",1961,1350,154.69,3,"3","3","2016","te puna wai","yes",1,3,3,"CCTV Available (0-10 Years Old) & Soil Type Available",4.69697358346095,5,5,5,5,"Property Parcels, NZTA, Building Outlines",1,NA,1.5,2.005,0.591883614088821,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2100,379.73,2,"2","2","2009","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.69410034682788,5,5,5,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,"Significant Ecological Area - SEA_T_6179",5,2.125,0.456178394360669,"Modelled Flow Data Used & Depth Available",16
"CONC",1964,2100,1111.64,2,"2","2","2009","te puna wai","no",1,1,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.6925312965507,5,5,5,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,"Place Of Historic Heritage - Blumenthal/Mondrian House, Significant Ecological Area - SEA_T_6183",5,2.125,0.453388971645695,"Modelled Flow Data Used & Depth Available",16
"CONC",1964,2100,378.74,3,"3","3","2009","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.69230507822931,5,5,5,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,NA,5,2.125,0.452986805740999,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2300,207.97,2,"2","2","2010","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.64697027511365,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,0.794451397446086,"Modelled Flow Data Used & Depth Available",16
"CONC",1964,2300,114.46,3,"3","3","2010","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.64597011263863,5,5,5,2.5,"Property Parcels, Building Outlines",1,NA,5,1.355,0.793869061216085,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2300,245.43,3,"3","3","2010","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.64590932928379,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,0.793833670616472,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2300,281.94,3,"3","3","2010","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.64574908225741,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,0.793740368126582,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2300,154.5,3,"3","3","2010","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.64573250497881,5,5,5,2.5,"Property Parcels, Building Outlines",1,NA,5,1.355,0.79373071614487,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2300,181.85,3,"3","3","2010","CCTV Footage Review Log South_Latest.xls","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.64551147459759,5,5,5,2.5,"Property Parcels",1,NA,5,1.355,0.793602023055367,"Modelled Flow Data Used & Depth Available",20
"CONC",2010,3700,2957.75,1,"1","None","None","None","no",1,1,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.64380387012293,5,5,5,5,"Property Parcels, KiwiRail, Building Outlines, Schools & Hospitals, Public Park & Sports Area, Safe Swim Beach",1,"Ocean Intercept, Significant Ecological Area - SEA-M2-51a",5,2.125,0.366762435774105,"Modelled Flow Data Used & Depth Available",11
"CONC",2014,1050,194.49,1.97,"2","None","None","None","no",5,3,1,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.64237174578867,5,2,4,5,"Schools & Hospitals",4,"NZ River Lines",5,2.345,0.0620214395099541,"Modelled Flow Data Used & Depth Available",16
"CONC",1959,750,109.29,2.79,"3","2","2016","te puna wai","no",5,3,3,"CCTV Available (0-10 Years Old) & Soil Type Available",4.62353458787647,5,2,3,5,"KiwiRail",4,"NZ River Lines",5,2.28,0.0242007354810065,"Modelled Flow Data Used & Depth Available",20
"BRICK",1911,2100,716.84,3.34,"3","2","2013","CCTV Footage Review Log South_Latest.xls","no",5,1,4,"CCTV Available (10-20 Years Old) & Soil Type Available",4.62292120443862,5,5,5,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,"Significant Ecological Area - SEA_T_6171",5,2.125,0.329637696779777,"Modelled Flow Data Used & Depth Available",20
"BRICK",1911,2100,105.13,3.34,"3","2","2013","CCTV Footage Review Log South_Latest.xls","no",5,1,4,"CCTV Available (10-20 Years Old) & Soil Type Available",4.61876421656473,5,5,5,5,"Property Parcels, KiwiRail",1,"Place Of Historic Heritage - Auckland Domain/Pukekaroa/Pukekawa Hill Pa site R11_105,  including pits,  terraces,  midden,  house sites,  structures,  memorials,  water supply site,  ponds,  roads,  g",5,2.125,0.322247496115077,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,1800,298.57,3,"3","3","2016","te puna wai","no",3,3,2,"CCTV Available (0-10 Years Old) & Soil Type Available",4.61254334544121,5,5,5,5,"Property Parcels, Building Outlines, Schools & Hospitals",1,"Mana Whenua - Ambury Park Stonefields, Place Of Historic Heritage - Settlement R11_819, Aquifer - Auckland Isthmus Volcanic Aquifer",1,1.985,0.498437987626159,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,1549,154.67,4,"4","4","2008","te puna wai","no",3,3,1,"CCTV Available (10-20 Years Old) & Soil Type Available",4.6123246315356,5,5,5,5,"Schools & Hospitals",1,"Mana Whenua - Ambury Park Stonefields, Place Of Historic Heritage - Settlement R11_819, Aquifer - Auckland Isthmus Volcanic Aquifer",1,1.985,0.498154862829253,"Modelled Flow Data Used & Depth Available",23
"CONC",1964,1549,305.39,4,"4","4","2008","te puna wai","no",3,3,1,"CCTV Available (10-20 Years Old) & Soil Type Available",4.61150445438956,5,5,5,5,"Property Parcels, Schools & Hospitals",1,"Mana Whenua - Ambury Park Stonefields, Place Of Historic Heritage - Settlement R11_819, Significant Ecological Area - SEA_T_4348",1,1.985,0.497093144840855,"Modelled Flow Data Used & Depth Available",23
"CONC",1961,1350,182.83,2.62,"3","None","None","None","no",1,3,3,"CCTV NOT Available or Over 30 Years Old & Soil Type Available",4.6033556661562,5,5,5,2.5,"Property Parcels",1,NA,1.5,1.235,0.790964777947933,"Modelled Flow Data Used & Depth Available",20
"CONC",1964,2100,22.5,3,"3","3","2008","te puna wai","no",1,3,2,"CCTV Available (10-20 Years Old) & Soil Type Available",4.60174215052587,5,5,5,2.5,"Property Parcels, Building Outlines",1,NA,1.5,1.235,0.79011444032984,"Modelled Flow Data Used & Depth Available",20
