MATERIAL,INSTALLED,NOM_DIA_MM,LENGTH,condition_overall_score,condition_overall_score_label,condition_age_score,condition_stability_score,condition_corrositivity_score,condition_pressure_score,condition_faults_per_km_score,condition_confidence_scenario,criticality_overall_score,criticality_overall_score_label,criticality_operational_score,criticality_pipe_type_score,criticality_people_impacts_score,criticality_people_impacts_dataset_s_,criticality_environment_impacts_score,criticality_environmental_impacts_dataset_s_,criticality_3rd_party_impacts_score,criticality_3rd_party_impacts_dataset_s_,criticality_impact_of_failure_score,criticality_sqrt_flow_ratio,criticality_confidence_scenario,Risk-score
CI,1912,520,62.11,4.26,4,5,1,3,3,5,Soil Type Available & Modelled Pressure Not Available,2.855,3,2,2,5,Schools & Hospitals,1,"Significant Ecological Area - SEA_T_5539, Place Of Historic Heritage - Infant Block",1,NA,2.23,0.4,Diameter Used for Flow Approximation,18
CI,1912,610,38.95,3.6,4,5,5,1,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1945,470,3.13,3.6,4,5,5,1,3,4,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,18
CI,1912,610,398.85,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,24.93,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,3.095,3,5,4,1,NA,1,NA,1,NA,1.83,0.2,Modelled Flow Data Used,18
CI,1912,610,165.03,3.99,4,5,5,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1954,150,4.66,3.71,4,4,5,1,2,5,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,18
CI,1912,610,103.23,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,120.02,3.6,4,5,5,1,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,124.36,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,3.245,3,5,4,2,Public Park & Sports Area,1,NA,1,NA,2.07,0.2,Modelled Flow Data Used,18
CLS,1993,310,3.31,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1912,610,68.73,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,329.55,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,52.71,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,1301.12,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,2.735,3,5,1,1,NA,4,NZ River Lines,1,NA,1.22,0.2,Modelled Flow Data Used,18
CI,1912,610,34.2,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
ALK,1966,40,1.36,4.17,4,5,1,3,2,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1912,610,524.5,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,162.56,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,18
CI,1912,550,95.81,3.99,4,5,5,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.69,3,2,2,3.5,Building Outlines,1,Significant Ecological Area - SEA_T_5539,1,NA,1.87,0.4,Diameter Used for Flow Approximation,18
AC,1972,225,249.68,3.54,4,2,3,3,2,5,Soil Type Available & Modelled Pressure Available,2.57,3,1,1,5,Schools & Hospitals,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.95,0.2,Modelled Flow Data Used,18
CI,1912,550,2.68,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Diameter Used for Flow Approximation,18
CLS,1993,310,1048.32,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,"Public Park & Sports Area, Property Parcels",1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,18
CI,1912,610,29.23,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,20.26,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,3.095,3,5,4,1,NA,1,NA,1,NA,1.83,0.2,Modelled Flow Data Used,18
CLS,1972,230,13.83,3.54,4,2,3,3,2,5,Soil Type Available & Modelled Pressure Available,2.57,3,1,1,5,Schools & Hospitals,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.95,0.2,Modelled Flow Data Used,18
CI,1912,610,56.58,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,550,66.77,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.96,3,2,5,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,2.47,0.4,Diameter Used for Flow Approximation,18
CI,1912,610,21.27,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,550,106.59,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Diameter Used for Flow Approximation,18
CI,1912,550,58.99,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.96,3,2,5,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,2.47,0.4,Diameter Used for Flow Approximation,18
CLS,1993,310,131.82,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CLS,1993,310,1239.99,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,"Public Park & Sports Area, Property Parcels",1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,18
CI,1912,450,9.03,4.07,4,5,1,3,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Modelled Flow Data Used,18
CI,1912,610,33.83,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,2.11,0.6,Diameter Used for Flow Approximation,18
CI,1912,630,6.14,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,62.74,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,55.64,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,42.2,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,16.61,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,339.29,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CLS,1993,310,107.24,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.7425,3,5,1,2,Public Park & Sports Area,1,NA,1,NA,1.24,0.2,Modelled Flow Data Used,18
CI,1912,550,30.92,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Diameter Used for Flow Approximation,18
CLS,1993,310,47,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1912,610,227.39,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,42.91,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,20.41,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.1325,3,3,3,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,1.77,0.6,Diameter Used for Flow Approximation,18
AC,1972,225,249.3,3.54,4,2,3,3,2,5,Soil Type Available & Modelled Pressure Available,2.57,3,1,1,5,Schools & Hospitals,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.95,0.2,Modelled Flow Data Used,18
CI,1912,610,43.98,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,520,88.61,4.07,4,5,1,3,1,5,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.28,0.4,Modelled Flow Data Used,18
CLS,1993,310,837.92,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,2.735,3,5,1,1,NA,4,NZ River Lines,1,NA,1.22,0.2,Modelled Flow Data Used,18
CI,1912,550,527.12,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.96,3,2,5,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,2.47,0.4,Diameter Used for Flow Approximation,18
CI,1912,610,328.41,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.23,3,3,5,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,2.11,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,1921.28,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1912,610,130.23,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,43.8,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,58.47,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1923,520,35.22,3.78,4,5,1,1,2,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Modelled Flow Data Used,18
CI,1912,610,10.62,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,610,49.62,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.1325,3,3,3,1,NA,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,1.77,0.6,Diameter Used for Flow Approximation,18
CI,1912,550,75.09,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Diameter Used for Flow Approximation,18
CLS,1993,310,163.77,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,"Public Park & Sports Area, Property Parcels",1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,18
CLS,1993,310,664.04,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1912,550,50.31,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Diameter Used for Flow Approximation,18
ALK,1966,20,14.64,3.94,4,5,5,1,2,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CLS,1953,470,6.54,3.63,4,2,3,3,3,5,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,18
CLS,1993,310,415.15,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1923,470,580.95,4.07,4,5,1,3,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Modelled Flow Data Used,18
CLS,1993,310,192.03,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1912,610,215.09,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1912,630,4.26,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,18.3,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,3.095,3,5,4,1,NA,1,NA,1,NA,1.83,0.2,Modelled Flow Data Used,18
CI,1912,520,4.05,4.07,4,5,1,3,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Modelled Flow Data Used,18
CI,1912,610,82.51,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,23.32,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,3.095,3,5,4,1,NA,1,NA,1,NA,1.83,0.2,Modelled Flow Data Used,18
CI,1912,610,53.55,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,"Mana Whenua - Paruroa & Nihotupu, Significant Ecological Area - SEA_T_5539",1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,9.36,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1912,610,31.03,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,28.48,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,3.095,3,5,4,1,NA,1,NA,1,NA,1.83,0.2,Modelled Flow Data Used,18
CLS,1953,200,0.92,3.63,4,2,3,3,3,5,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CLS,1912,630,3.61,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,1323.53,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,"Public Park & Sports Area, Property Parcels",1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,18
CLS,1993,310,22.27,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,3.095,3,5,4,1,NA,1,NA,1,NA,1.83,0.2,Modelled Flow Data Used,18
CI,1905,550,695.88,3.56,4,5,5,3,3,3,Soil Type Available & Modelled Pressure Not Available,3.0575,3,2,5,2.5,Property Parcels,4,"NZ River Lines, Significant Ecological Area - SEA_T_5539",1,NA,2.69,0.4,Diameter Used for Flow Approximation,18
CLS,1993,310,15.74,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CLS,1993,310,499.47,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CLS,1993,310,669.69,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1912,610,34.45,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,17.82,3.66,4,5,3,3,5,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
CI,1912,450,2.52,4.07,4,5,1,3,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Modelled Flow Data Used,18
CI,1912,570,38.81,4.26,4,5,1,3,3,5,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Diameter Used for Flow Approximation,18
CI,1912,610,20.86,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CI,1912,520,894.34,4.07,4,5,1,3,1,5,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,1.64,0.4,Modelled Flow Data Used,18
CI,1912,610,59.59,3.82,4,5,1,3,3,4,Soil Type Available & Modelled Pressure Not Available,3.065,3,3,3,1,NA,1,Significant Ecological Area - SEA_T_5539,1,NA,1.56,0.6,Diameter Used for Flow Approximation,18
CLS,1993,310,135.81,3.57,4,5,3,3,4,3,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,18
PE,2009,610,156.33,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.56,0.6,Modelled Flow Data Used,17
CLS,1962,470,6.14,2.97,3,2,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.59,4,5,2,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.87,0.4,Modelled Flow Data Used,17
CLS,1966,760,3.01,3.23,3,2,5,1,2,5,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,17
CLS,1977,630,18.85,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.91,0.6,Modelled Flow Data Used,17
CLS,2018,900,104.33,3.31,3,1,1,3,3,5,Soil Type Available & Modelled Pressure Not Available,3.9575,4,4,4,2,Public Park & Sports Area,1,NA,1,NA,2.07,0.8,Diameter Used for Flow Approximation,17
CLS,1960,630,10.68,2.76,3,2,5,3,2,3,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,NA,1,NA,1.56,0.6,Modelled Flow Data Used,17
CLS,2001,470,25.18,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.7325,4,5,4,2.5,Property Parcels,1,"Significant Ecological Area - SEA_T_6016, Aquifer - Auckland Isthmus Volcanic Aquifer",1,NA,2.19,0.4,Modelled Flow Data Used,17
CLS,1976,470,2.23,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.59,4,5,2,3.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.87,0.4,Modelled Flow Data Used,17
CLS,1948,760,409.67,2.73,3,3,1,3,1,3,Soil Type Available & Modelled Pressure Available,4.145,4,5,3,3.5,"Building Outlines, Property Parcels",1,Significant Ecological Area - SEA_T_4814,1,NA,2.15,0.6,Modelled Flow Data Used,17
CLS,1960,630,0.4,2.97,3,2,1,1,1,5,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Modelled Flow Data Used,17
CLS,1960,470,171.74,2.67,3,2,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.755,4,5,2,5,Schools & Hospitals,1,NA,1,NA,2.23,0.4,Modelled Flow Data Used,17
CLS,1952,630,1780.97,3.07,3,2,1,1,2,5,Soil Type Available & Modelled Pressure Available,4.25,4,5,3,5,"Building Outlines, Schools & Hospitals, Property Parcels",1,Aquifer - Onehunga Volcanic Aquifer,1,NA,2.51,0.6,Modelled Flow Data Used,17
CLS,2011,1000,14.48,3.39,3,1,3,3,3,5,Soil Type Not Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,"Building Outlines, Property Parcels",1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,17
CLS,1993,630,114.81,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,4.07,4,5,3,2.5,Property Parcels,1,Place Of Historic Heritage - Grafton Library (former),1,NA,1.91,0.6,Modelled Flow Data Used,17
CLS,2002,1000,2.39,3.39,3,1,3,3,3,5,Soil Type Not Available & Modelled Pressure Not Available,3.98,4,4,4,2.5,"Building Outlines, Property Parcels",1,NA,1,NA,2.19,0.8,Diameter Used for Flow Approximation,17
PE,2009,610,77.71,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,3.965,4,5,3,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1.56,0.6,Modelled Flow Data Used,17
CLS,1975,550,23.62,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,3.6125,4,5,3,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.91,0.4,Modelled Flow Data Used,17
CLS,1966,470,32.95,2.5,3,2,1,3,1,3,Soil Type Available & Modelled Pressure Available,3.7325,4,5,4,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_5539,1,NA,2.19,0.4,Modelled Flow Data Used,17
